aifid,inscriptions
0220ta-al001-018-019_DS02,"[…], Dimanche 29 avril 1928 [ written with black ink pencil on the verso]
1928 [ written with graphite pencil on the verso]"
0220ta-al001-020-021_DS01,
0220ta-al001-020-021_DS02,
0220ta-al001-022-023_DS01,
0220ta-al001-022-023_DS02,
0220ta-al001-024-025_DS01,
0220ta-al001-024-025_DS02,
0220ta-al001-026-027_DS01,
0220ta-al001-026-027_DS02,
0220ta-al001-028-029_DS01,
0220ta-al001-028-029_DS02,
0220ta-al001-030-031_DS01,
0220ta-al001-030-031_DS02,
0220ta-al001-032-033_DS01,
0220ta-al001-032-033_DS02,
0220ta-al001-034-035_DS01,
0220ta-al001-034-035_DS02,
0220ta-al001-036-037_DS01,
0220ta-al001-036-037_DS02,
0220ta-al001-038-039_DS01,
0220ta-al001-038-039_DS02,
0220ta-al001-040-041_DS01,
0220ta-al001-040-041_DS02,
0220ta-al001-042-043_DS01,
0220ta-al001-042-043_DS02,
0220ta-al001-044-045_DS01,
0220ta-al001-044-045_DS02,
0220ta-al001-046-047_DS01,
0220ta-al001-046-047_DS02,
0220ta-al001-048-049_DS01,
0220ta-al001-048-049_DS02,
0220ta-al001-050-051_DS01,
0220ta-al001-052_DS01,
0220ta-al002-001_DS01,
0220ta-al002-002-003_DS01,"""صور مقدمة من اللجنة الخاصة المكلفة  بإستقبال الفريق الرياضي المصري بموجب قرار الهيئة [...] .
منذ وصول الفريق بتاريخ ١٢ ك ٩٣٥.
وسفرة // ١٨//. [إمضاء]"""
0220ta-al002-002-003_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-004-005_DS01,
0220ta-al002-004-005_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-006-007_DS01,
0220ta-al002-006-007_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-008-009_DS01,
0220ta-al002-008-009_DS02,"recto: n.22 [written on the top left corner with black marker]
A. Scavo. Beyrouth [embossed on the bottom right corner]"
0220ta-al002-010-011_DS01,
0220ta-al002-010-011_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-012-013_DS01,
0220ta-al002-012-013_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-014-015_DS01,
0220ta-al002-014-015_DS02,"recto: n.23 [written on the top left corner with black marker]
A. Scavo. Beyrouth [embossed on the bottom right corner]"
0220ta-al002-016-017_DS01,
0220ta-al002-016-017_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-018-019_DS01,
0220ta-al002-018-019_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-020-021_DS01,
0220ta-al002-020-021_DS02,"recto: n.4 [written on the top left corner with black marker]
A. Scavo. Beyrouth [embossed on the bottom right corner]"
0220ta-al002-022-023_DS01,
0220ta-al002-022-023_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-024-025_DS01,
0220ta-al002-024-025_DS02,recto: A. Scavo. Beyrouth [embossed on the bottom right corner]
0220ta-al002-026-027_DS01,
0220ta-al002-026-027_DS02,"recto: n.9 [written on the top left corner with black marker]
A. Scavo. Beyrouth [embossed on the bottom right corner]"
0220ta-al002-028-029_DS01,
0220ta-al002-028-029_DS02,
0220ta-al002-030-031_DS01,
0220ta-al002-030-031_DS02,
0220ta-al002-032-033_DS01,
0220ta-al002-032-033_DS02,
0220ta-al002-034-035_DS01,
0220ta-al002-034-035_DS02,
0220ta-al002-036-037_DS01,
0220ta-al002-036-037_DS02,
0220ta-al002-038-039_DS01,
0220ta-al002-038-039_DS02,
0220ta-al002-040-041_DS01,
0220ta-al002-040-041_DS02,
0220ta-al002-042-043_DS01,
0220ta-al002-042-043_DS02,
0220ta-al002-044-045_DS01,
0220ta-al002-044-045_DS02,
0220ta-al002-046-047_DS01,
0220ta-al002-046-047_DS02,
0220ta-al002-048-049_DS01,
0220ta-al002-048-049_DS02,
0220ta-al002-050-051_DS01,OROCO [printed on the bottom right corner]
0220ta-al002-052_DS01,
0220ta-al003-001_DS01,
0220ta-al003-002-003_DS01,
0220ta-al003-004-005_DS01,
0220ta-al003-006-007_DS01,
0220ta-al003-008-009_DS01,
0220ta-al003-010-011_DS01,
0220ta-al003-012-013_DS01,
0220ta-al003-014-015_DS01,
0220ta-al003-016-017_DS01,
0220ta-al003-018-019_DS01,
0220ta-al003-020-021_DS01,
0220ta-al003-022-023_DS01,
0220ta-al003-024-025_DS01,
0220ta-al003-026-027_DS01,
0220ta-al003-028-029_DS01,
0220ta-al003-030-031_DS01,"""Fabriqe
ISSA FRERES
TÉL 57-19. BEYROUTH [stamped on the bottom left corner]"""
0220ta-al003-032_DS01,
0220ta-al004-001_DS01,
0220ta-al004-002-003_DS01,"""PHOTO - SAADÉ
Rue de Damas (Place Debbas)
Beyrouth
TÉL. 58-74. Photographe Officiel de la Republique Libanaise
Portraits - Reportages (Levant Presse) [printed on a mounted piece of paper. 
محي الدين سعاده  
مصور الصحافة والجمهورية اللبنانية الخاص
طريق الشام """"ساحة الدباس"""" بيروت
تلفون ٥٨-٧٤"""
0220ta-al004-002-003_DS02,
0220ta-al004-004-005_DS01,
0220ta-al004-004-005_DS02,
0220ta-al004-005-00268_DR01,
0220ta-al004-005-00268_DV01,"""Le Photographe M. SAADÉ
Photographe Officiel de la Republique Libanaise
Portrait - Reportage (Levant Presse)
Rue de Damas Place Debbas Beyrouth Tél. 58-74"""
0220ta-al004-006-007_DS01,
0220ta-al004-006-007_DS02-H.jpg,
0220ta-al004-008-009_DS01,
0220ta-al004-008-009_DS02,
0220ta-al004-010-011_DS01,
0220ta-al004-010-011_DS02,
0220ta-al004-011-00274_DR01,
0220ta-al004-011-00274_DV01,"""Album 4 [written with graphite pencil]. 
Le Photographe M. SAADÉ
Photographe Officiel de la Republique Libanaise
Portrait - Reportage (Levant Presse)
Rue de Damas Place Debbas Beyrouth Tél. 58-74"""
0220ta-al004-012-013_DS01,
0220ta-al004-012-013_DS02-K.jpg,
0220ta-al004-013-00275_DR01,
0220ta-al004-013-00275_DV01,"""Le Photographe M. SAADÉ
Photographe Officiel de la Republique Libanaise
Portrait - Reportage (Levant Presse)
Rue de Damas Place Debbas Beyrouth Tél. 58-74"""
0220ta-al004-014-015_DS01,
0220ta-al004-014-015_DS02-H.jpg,
0220ta-al004-016-017_DS01,
0220ta-al004-016-017_DS02,
0220ta-al004-018-019_DS01,
0220ta-al004-018-019_DS02,
0220ta-al004-020-021_DS01,
0220ta-al004-020-021_DS02,
0220ta-al004-022-023_DS01,
0220ta-al004-022-023_DS02,
0220ta-al004-024-025_DS01,
0220ta-al004-024-025_DS02,
0220ta-al004-026-027_DS01,
0220ta-al004-026-027_DS02,
0220ta-al004-028-029_DS01,
0220ta-al004-028-029_DS02,
0220ta-al004-030-031_DS01,
0220ta-al004-030-031_DS02,
0220ta-al004-032-033_DS01,
0220ta-al004-032-033_DS02,
0220ta-al004-034-035_DS01,
0220ta-al004-034-035_DS02,
0220ta-al004-036-037_DS01,
0220ta-al004-036-037_DS02,
0220ta-al004-038-039_DS01,
0220ta-al004-038-039_DS02,
0220ta-al004-040-041_DS01,
0220ta-al004-040-041_DS02,
0220ta-al004-042-043_DS01,
0220ta-al004-042-043_DS02,
0220ta-al004-044-045_DS01,
0220ta-al004-044-045_DS02,
0220ta-al004-046-047_DS01,
0220ta-al004-046-047_DS02,
0220ta-al004-048-049_DS01,
0220ta-al004-048-049_DS02,
0220ta-al004-050-051_DS01,
0220ta-al004-052_DS01,
0220ta-al005-001_DS01,
0220ta-al005-002-003_DS01,
0220ta-al005-002-003_DS02,"""مؤتمر الوحدة العربية
[محمد ابراهيم]
المنعقد بالإسكندرية

في يوم الإثنين ٨ من شوال سنة ١٣٦٣ - ٢٥ من سبتمبر سنة ١٩٤٤"""
0220ta-al005-004-005_DS01,
0220ta-al005-004-005_DS02,
0220ta-al005-006-007_DS01,
0220ta-al005-006-007_DS02,
0220ta-al005-008-009_DS01,
0220ta-al005-008-009_DS02,
0220ta-al005-010-011_DS01,
0220ta-al005-010-011_DS02,
0220ta-al005-012-013_DS01,
0220ta-al005-012-013_DS02,
0220ta-al005-014-015_DS01,
0220ta-al005-014-015_DS02,
0220ta-al005-016-017_DS01,
0220ta-al005-016-017_DS02,
0220ta-al005-018-019_DS01,
0220ta-al005-018-019_DS02,
0220ta-al005-020-021_DS01,
0220ta-al005-022-023_DS01,
0220ta-al005-024-025_DS01,
0220ta-al005-026-027_DS01,
0220ta-al005-026-027_DS02,
0220ta-al005-028-029_DS01,
0220ta-al005-028-029_DS02,"""FARID PETRAKI, REPORTER - PHOTOGRAPHE.
2. Rue des Eudiants (Place Moh Aly)
Tél. 291 18 Alex."""
0220ta-al005-030-031_DS01,"""FARID PETRAKI, REPORTER - PHOTOGRAPHE.
2. Rue des Eudiants (Place Moh Aly)
Tél. 291 18 Alex."""
0220ta-al005-032-033_DS01,
0220ta-al005-032-033_DS02,
0220ta-al005-034-035_DS01,
0220ta-al005-034-035_DS02,
0220ta-al005-036-037_DS01,
0220ta-al005-036-037_DS02,
0220ta-al005-038-039_DS01,
0220ta-al005-038-039_DS02,
0220ta-al005-039-00312_DR01,
0220ta-al005-039-00312_DV01,
0220ta-al005-040-041_DS01,
0220ta-al005-042_DS01,
0220ta-al006-001_DS01,
0220ta-al006-002-003_DS01,"""مؤتمر الوحدة العربية
[محمد ابراهيم]
المنعقد بالإسكندرية
في يوم الإثنين ٨ من شوال سنة ١٣٦٣ - ٢٥ من سبتمبر سنة ١٩٤٤

إلى حضرة صاحب المعالي سليم تقلا وزير خارجية لبنان"""
0220ta-al006-002-003_DS02,
0220ta-al006-004-005_DS01,
0220ta-al006-004-005_DS02,
0220ta-al006-006-007_DS01,
0220ta-al006-006-007_DS02,
0220ta-al006-008-009_DS01,
0220ta-al006-008-009_DS02,
0220ta-al006-010-011_DS01,
0220ta-al006-010-011_DS02,
0220ta-al006-012-013_DS01,
0220ta-al006-012-013_DS02,
0220ta-al006-014-015_DS01,
0220ta-al006-014-015_DS02,
0220ta-al006-016-017_DS01,
0220ta-al006-016-017_DS02,
0220ta-al006-018-019_DS01,
0220ta-al006-018-019_DS02,
0220ta-al006-020-021_DS01,
0220ta-al006-020-021_DS02,
0220ta-al006-022-023_DS01,
0220ta-al006-022-023_DS02,
0220ta-al006-024-025_DS01,
0220ta-al006-024-025_DS02,
0220ta-al006-026-027_DS01,
0220ta-al006-026-027_DS02,
0220ta-al006-028-029_DS01,
0220ta-al006-028-029_DS02,
0220ta-al006-030-031_DS01,
0220ta-al006-030-031_DS02,
0220ta-al006-031-00327_DR01,
0220ta-al006-031-00327_DV01,
0220ta-al006-032-033_DS01,
0220ta-al006-032-033_DS02,
0220ta-al006-034-035_DS01,
0220ta-al006-034-035_DS02,
0220ta-al006-036-037_DS01,
0220ta-al006-038_DS01,
0220ta-al007-doc001_DR01,حضرة صاحب المعالي سليم تقلا بك وزير خارجية لبنان
0220ta-al007-doc001_DV01,"يوسف سليمان حيالي
مصور صحفي 
شارع ايلي فرج شماع نمرة ٣ بشبرا مصر
تليفون ٥٠٣٠٧"
0220ta-al007-001_DS01,
0220ta-al007-002-003_DS01,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
 [printed on a business card, mounted on the page]"""
0220ta-al007-004-005_DS01,
0220ta-al007-004-005_DS02,
0220ta-al007-005-00332_DR01,[signatures of the political figures in the photograph]
0220ta-al007-005-00332_DV01,رياض شحاتة [stamp]
0220ta-al007-006-007_DS01,
0220ta-al007-006-007_DS02,
0220ta-al007-008-009_DS01,
0220ta-al007-008-009_DS02,
0220ta-al007-010-011_DS01,
0220ta-al007-010-011_DS02,
0220ta-al007-012-013_DS01,
0220ta-al007-012-013_DS02,
0220ta-al007-014-015_DS01,
0220ta-al007-014-015_DS02,
0220ta-al007-016-017_DS01,
0220ta-al007-016-017_DS02,
0220ta-al007-018-019_DS01,
0220ta-al007-018-019_DS02,
0220ta-al007-020-021_DS01,
0220ta-al007-020-021_DS02,
0220ta-al007-022-023_DS01,
0220ta-al007-022-023_DS02,
0220ta-al007-024-025_DS01,
0220ta-al007-024-025_DS02,
0220ta-al007-026-027_DS01,
0220ta-al007-026-027_DS02,
0220ta-al007-028-029_DS01,
0220ta-al007-028-029_DS02,
0220ta-al007-030-031_DS01,
0220ta-al007-030-031_DS02,
0220ta-al007-032-033_DS01,
0220ta-al007-032-033_DS02,
0220ta-al007-034-035_DS01,
0220ta-al007-034-035_DS02,
0220ta-al007-036-037_DS01,
0220ta-al007-036-037_DS02,
0220ta-al007-038-039_DS01,
0220ta-al007-038-039_DS02,
0220ta-al007-040-041_DS01,
0220ta-al007-040-041_DS02,
0220ta-al007-042-043_DS01,
0220ta-al007-042-043_DS02,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
[printed on a business card, mounted on the page]"""
0220ta-al007-044_DS01,
0220ta-al008-001_DS01,
0220ta-al008-002-003_DS01,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
[printed on a business card, mounted on the page]"""
0220ta-al008-004-005_DS01,
0220ta-al008-004-005_DS02,
0220ta-al008-006-007_DS01,
0220ta-al008-006-007_DS02,
0220ta-al008-008-009_DS01,
0220ta-al008-008-009_DS02,
0220ta-al008-010-011_DS01,
0220ta-al008-010-011_DS02,
0220ta-al008-012-013_DS01,
0220ta-al008-012-013_DS02,
0220ta-al008-014-015_DS01,
0220ta-al008-014-015_DS02,
0220ta-al008-016-017_DS01,
0220ta-al008-016-017_DS02,
0220ta-al008-018-019_DS01,
0220ta-al008-018-019_DS02,
0220ta-al008-020-021_DS01,
0220ta-al008-020-021_DS02,
0220ta-al008-022-023_DS01,
0220ta-al008-022-023_DS02,
0220ta-al008-024-025_DS01,
0220ta-al008-024-025_DS02,
0220ta-al008-026-027_DS01,
0220ta-al008-026-027_DS02,
0220ta-al008-028-029_DS01,
0220ta-al008-028-029_DS02,
0220ta-al008-030-031_DS01,
0220ta-al008-030-031_DS02,
0220ta-al008-032-033_DS01,
0220ta-al008-032-033_DS02,
0220ta-al008-034-035_DS01,
0220ta-al008-034-035_DS02,
0220ta-al008-036-037_DS01,
0220ta-al008-036-037_DS02,
0220ta-al008-038-039_DS01,
0220ta-al008-038-039_DS02,
0220ta-al008-040-041_DS01,
0220ta-al008-040-041_DS02,
0220ta-al008-042-043_DS01,
0220ta-al008-042-043_DS02,
0220ta-al008-044_DS01,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
 [printed on a business card, mounted on the page]"""
0220ta-al009-001_DS01,
0220ta-al009-002-003_DS01,
0220ta-al009-004-005_DS01,
0220ta-al009-004-005_DS02,
0220ta-al009-006-007_DS01,
0220ta-al009-006-007_DS02,
0220ta-al009-008-009_DS01,
0220ta-al009-008-009_DS02,
0220ta-al009-010-011_DS01,
0220ta-al009-010-011_DS02,
0220ta-al009-012-013_DS01,
0220ta-al009-012-013_DS02,
0220ta-al009-014-015_DS01,
0220ta-al009-014-015_DS02,
0220ta-al009-016-017_DS01,
0220ta-al009-016-017_DS02,
0220ta-al009-018-019_DS01,
0220ta-al009-018-019_DS02,
0220ta-al009-020-021_DS01,
0220ta-al009-020-021_DS02,
0220ta-al009-022-023_DS01,
0220ta-al009-022-023_DS02,
0220ta-al009-024-025_DS01,
0220ta-al009-024-025_DS02,
0220ta-al009-026-027_DS01,
0220ta-al009-026-027_DS02,
0220ta-al009-028-029_DS01,
0220ta-al009-028-029_DS02,
0220ta-al009-030-031_DS01,
0220ta-al009-030-031_DS02,
0220ta-al009-032-033_DS01,
0220ta-al009-032-033_DS02,
0220ta-al009-034-035_DS01,
0220ta-al009-034-035_DS02,
0220ta-al009-036-037_DS01,
0220ta-al009-036-037_DS02,
0220ta-al009-038_DS01,
0220ta-al010-001_DS01,
0220ta-al010-002-003_DS01,
0220ta-al010-004-005_DS01,
0220ta-al010-004-005_DS02,
0220ta-al010-006-007_DS01,
0220ta-al010-006-007_DS02,
0220ta-al010-008-009_DS01,
0220ta-al010-008-009_DS02,
0220ta-al010-010-011_DS01,
0220ta-al010-010-011_DS02,
0220ta-al010-012-013_DS01,
0220ta-al010-012-013_DS02,
0220ta-al010-014-015_DS01,
0220ta-al010-014-015_DS02,
0220ta-al010-016-017_DS01,
0220ta-al010-016-017_DS02,
0220ta-al010-018-019_DS01,
0220ta-al010-018-019_DS02,
0220ta-al010-020-021_DS01,
0220ta-al010-020-021_DS02,
0220ta-al010-022-023_DS01,
0220ta-al010-022-023_DS02,
0220ta-al010-023-00379_DR01,
0220ta-al010-023-00379_DV01,"""فريد بتراكي
مصور صحافي

٣ شارع طلبات العلم بميدان محمد علي
تليفون ٢٩١١٨ الإسكندرية
[stamp on the verso]"""
0220ta-al010-024-025_DS01,
0220ta-al010-024-025_DS02,
0220ta-al010-026-027_DS01,
0220ta-al010-026-027_DS02,
0220ta-al010-028-029_DS01,
0220ta-al010-028-029_DS02,
0220ta-al010-030-031_DS01,
0220ta-al010-030-031_DS02,
0220ta-al010-032-033_DS01,
0220ta-al010-032-033_DS02,
0220ta-al010-034-035_DS01,
0220ta-al010-034-035_DS02,
0220ta-al010-036-037_DS01,
0220ta-al010-036-037_DS02,
0220ta-al010-038-039_DS01,
0220ta-al010-038-039_DS02,
0220ta-al010-040-041_DS01,
0220ta-al010-040-041_DS02,
0220ta-al010-042-043_DS01,
0220ta-al010-042-043_DS02,"""رياض ابراهيم
[handwritten with black ink pen]"""
0220ta-al010-044_DS01,
0220ta-al011-001_DS01,
0220ta-al011-002-003_DS01,"""صبح وشيرين رياض شحاتة

أصحاب ستديو

رياض شحاتة

مصور جلالة الملك

ميدان ابراهيم باشا

تليفون ٥٣٤٧٦
[printed on a sticker]"""
0220ta-al011-002-003_DS02,"""ستديو رياض شحاتة
[printed on the photograph]"""
0220ta-al011-004-005_DS01,
0220ta-al011-004-005_DS02,
0220ta-al011-006-007_DS01,
0220ta-al011-006-007_DS02,
0220ta-al011-008-009_DS01,
0220ta-al011-008-009_DS02,
0220ta-al011-010-011_DS01,
0220ta-al011-010-011_DS02,
0220ta-al011-012-013_DS01,
0220ta-al011-012-013_DS02,
0220ta-al011-014-015_DS01,
0220ta-al011-016-017_DS01,
0220ta-al011-016-017_DS02,
0220ta-al011-018-019_DS01,
0220ta-al011-018-019_DS02,
0220ta-al011-020-021_DS01,
0220ta-al011-020-021_DS02,
0220ta-al011-022-023_DS01,
0220ta-al011-022-023_DS02,
0220ta-al011-024-025_DS01,
0220ta-al011-024-025_DS02,
0220ta-al011-026-00449_DR01,
0220ta-al011-026-00449_DV01,
0220ta-al011-026-027_DS01,
0220ta-al011-026-027_DS02,
0220ta-al011-028-029_DS01,
0220ta-al011-028-029_DS02,
0220ta-al011-030-031_DS01,
0220ta-al011-030-031_DS02,
0220ta-al011-032-033_DS01,
0220ta-al011-032-033_DS02,
0220ta-al011-034-035_DS01,
0220ta-al011-034-035_DS02,
0220ta-al011-036-037_DS01,
0220ta-al011-036-037_DS02,
0220ta-al011-038-039_DS01,
0220ta-al011-038-039_DS02,
0220ta-al011-040-041_DS01,
0220ta-al011-040-041_DS02,
0220ta-al011-042-043_DS01,
0220ta-al011-042-043_DS02,
0220ta-al011-044-045_DS01,
0220ta-al011-044-045_DS02,
0220ta-al011-046-047_DS01,
0220ta-al011-046-047_DS02,
0220ta-al011-048-049_DS01,
0220ta-al011-048-049_DS02,
0220ta-al011-050-051_DS01,
0220ta-al011-050-051_DS02,
0220ta-al011-052-053_DS01,
0220ta-al011-052-053_DS02,
0220ta-al011-054-055_DS01,
0220ta-al011-054-055_DS02,
0220ta-al011-056-057_DS01,
0220ta-al011-056-057_DS02,
0220ta-al011-058-059_DS01,
0220ta-al011-058-059_DS02,
0220ta-al011-060-061_DS01,
0220ta-al011-060-061_DS02,
0220ta-al011-062-063_DS01,"""صبح وشيرين رياض شحاتة

أصحاب ستديو

رياض شحاتة

مصور جلالة الملك

ميدان ابراهيم باشا

تليفون ٥٣٤٧٦
[printed on a sticker]"""
0220ta-al011-064_DS01,
0220ta-al012-001_DS01,
0220ta-al012-002-003_DS01,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
 [printed on a business card, mounted on the page]"""
0220ta-al012-004-005_DS01,
0220ta-al012-004-005_DS02,
0220ta-al012-006-007_DS01,
0220ta-al012-006-007_DS02,
0220ta-al012-008-009_DS01,
0220ta-al012-008-009_DS02,
0220ta-al012-010-011_DS01,
0220ta-al012-010-011_DS02,
0220ta-al012-012-013_DS01,
0220ta-al012-012-013_DS02,
0220ta-al012-014-015_DS01,
0220ta-al012-014-015_DS02,
0220ta-al012-016-017_DS01,
0220ta-al012-016-017_DS02,
0220ta-al012-018-019_DS01,
0220ta-al012-018-019_DS02,
0220ta-al012-020-021_DS01,
0220ta-al012-020-021_DS02,
0220ta-al012-022-023_DS01,
0220ta-al012-022-023_DS02,
0220ta-al012-024-025_DS01,
0220ta-al012-024-025_DS02,
0220ta-al012-026-027_DS01,
0220ta-al012-026-027_DS02,
0220ta-al012-028-029_DS01,
0220ta-al012-028-029_DS02,
0220ta-al012-030-031_DS01,
0220ta-al012-030-031_DS02,
0220ta-al012-032-033_DS01,
0220ta-al012-032-033_DS02,
0220ta-al012-034-035_DS01,
0220ta-al012-034-035_DS02,
0220ta-al012-036-037_DS01,
0220ta-al012-036-037_DS02,
0220ta-al012-038-039_DS01,
0220ta-al012-040-041_DS01,
0220ta-al012-040-041_DS02,
0220ta-al012-042-043_DS01,
0220ta-al012-042-043_DS02,"""يوسف حيالي
مصور صحفي 
٣ شارع ايلي فرج شماع بشبرا مصر
تليفون ٥٠٣٠٧
 [printed on a business card, mounted on the page]"""
0220ta-al012-044_DS01,
0293am-al001-001_DS01,
0293am-al001-002-003_DS01,
0293am-al001-004-005_DS01,
0293am-al001-006-007_DS01,
0293am-al001-008-009_DS01,
0293am-al001-010-011_DS01,
0293am-al001-012-013_DS01,
0293am-al001-014-015_DS01,
0293am-al001-016-017_DS01,
0293am-al001-018-019_DS01,
0293am-al001-020-021_DS01,
0293am-al001-022-023_DS01,
0293am-al001-024-025_DS01,
0293am-al001-026-027_DS01,
0293am-al001-028-029_DS01,صورتنا مع بنت [...] واحد الأصدقاء ضعو الصور في لألبوم [written in blue ink in the veros]
0293am-al001-030-031_DS01,أخذت هذه الصورة في سن [...] في عاليه مع مدام سامي [...] ٢٦/٨/٥٢ [written in blue ink in the veros]
0293am-al001-032-033_DS01,
0293am-al001-034-035_DS01,
0293am-al001-036-037_DS01,
0293am-al001-038-039_DS01,"PHOTO PARAMOUNT [...] TEL. 4320 [stamped on the verso]
x 3346 [written with pencil on the verso] [unclear stamp on the verso]"
0293am-al001-040-041_DS01,"[unclear inscription in Armenian? on the vecto]
PHOTO, CINE, HAGOP Lux-Art. BEYROUTH-LIBAN- Tel. :237662 Rue Bechara Khoury - imm Gaumont-Palace, Succursale-DHOUR-CHOUEIR [stamped on the vecto]"
0293am-al001-042-043_DS01,
0293am-al001-044_DS01,
0299so-al001-001_DS01,
0299so-al001-002-003_DS01,"Recto: J.WEINBERG, CAIRO [printed into the negative]
Verso: 6093 [stamped]"
0299so-al001-003-01078_DR01,
0299so-al001-003-01078_DV01,
0299so-al001-004-005_DS01,
0299so-al001-006-007_DS01,
0299so-al001-007-01097_DR01,
0299so-al001-007-01097_DV01,
0299so-al001-008-01105_DR01,Jean WEINBERG. Cairo [printed into the negative]
0299so-al001-008-01105_DV01,
0299so-al001-008-009_DS01,
0299so-al001-010-011_DS01,
0299so-al001-012-013_DS01,
0299so-al001-014-015_DS01,
0299so-al001-015-01127_DR01,
0299so-al001-015-01127_DV01,
0299so-al001-016-017_DS01,
0299so-al001-018-019_DS01,
0299so-al001-020-021_DS01,
0299so-al001-022-023_DS01,
0299so-al001-024-025_DS01,
0299so-al001-026-027_DS01,
0299so-al001-028-029_DS01,
0299so-al001-030-031_DS01,Jean WEINBERG. Cairo [printed into the negative]
0299so-al001-032-033_DS01,
0299so-al001-034-035_DS01,
0299so-al001-036-037_DS01,
0299so-al001-038-01207_DR01,
0299so-al001-038-01207_DV01,
0299so-al001-038-039_DS01,
0299so-al001-040-041_DS01,
0299so-al001-042-043_DS01,
0299so-al001-044-045_DS01,
0299so-al001-046-047_DS01,
0299so-al001-047-01232_DR01,
0299so-al001-047-01232_DV01,
0299so-al001-048-049_DS01,
0299so-al001-050-051_DS01,
0299so-al001-052_DS01,
0299so-al001-052_DS02,
0299so-al002-001_DS01,
0299so-al002-002-003_DS01,
0299so-al002-004-005_DS01,
0299so-al002-006-007_DS01,
0299so-al002-008-009_DS01,
0299so-al002-010-011_DS01,
0299so-al002-012-013_DS01,
0299so-al002-014-015_DS01,
0299so-al002-016-017_DS01,
0299so-al002-018-019_DS01,
0299so-al002-020-021_DS01,
0299so-al002-022-023_DS01,
0299so-al002-024-025_DS01,
0299so-al002-026-027_DS01,
0299so-al002-028-029_DS01,
0299so-al002-030-031_DS01,
0299so-al002-032-033_DS01,
0299so-al002-034-035_DS01,
0299so-al002-036-037_DS01,
0299so-al002-038-039_DS01,
0299so-al002-040_DS01,
0299so-al003-001_DS01,
0299so-al003-002-003_DS01,
0299so-al003-004-005_DS01,
0299so-al003-006_DS01,
0299so-al004-001_DS01,
0299so-al004-002-003_DS01,
0299so-al004-004-005_DS01,
0299so-al004-006_DS01,
0299so-al005-001_DS01,
0299so-al005-002-003_DS01,
0299so-al005-004-005_DS01,
0299so-al005-006_DS01,
